cluster	status	loglr	df	p	p.adjust	genes
chr3:clu_32155_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RRP9
chr3:clu_32156_NA	Success	0.0997197120823436	1	0.655173707633612	0.98315381238489	RRP9
chr3:clu_32157_NA	Success	0.0075539068447128	1	0.902175320759732	0.990620301184578	RRP9
chr3:clu_32158_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PARP3
chr3:clu_32159_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PARP3
chr3:clu_32160_NA	Not enough valid samples	NA	NA	NA	NA	PARP3
chr3:clu_32161_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PCBP4
chr3:clu_32162_NA	Success	0.460239711576293	2	0.631132337645021	0.98315381238489	PCBP4
chr3:clu_32163_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PCBP4
chr3:clu_32164_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PCBP4,RP11-155D18.12
chr3:clu_32165_NA	Not enough valid samples	NA	NA	NA	NA	RP11-155D18.12,ABHD14B,RP11-155D18.14
chr3:clu_32166_NA	Not enough valid samples	NA	NA	NA	NA	ABHD14A,ACY1,ABHD14A-ACY1
chr3:clu_32167_NA	Success	0.81906969766419	3	0.650773217087039	0.98315381238489	ABHD14A
chr3:clu_32168_NA	Success	1.9682129115638	1	0.0472510690901818	0.936977692855262	ACY1
chr3:clu_32169_NA	Success	2.22403670708695	3	0.216969050016175	0.98315381238489	ACY1
chr3:clu_32170_NA	Success	0.350080118692361	1	0.402729857404497	0.98315381238489	ACY1
chr3:clu_32171_NA	Success	0.212504801967725	2	0.808556433650232	0.989141973701193	ACY1,ABHD14A-ACY1
chr3:clu_32172_NA	Success	0.428691781855946	1	0.354471919939113	0.98315381238489	ACY1
chr3:clu_32173_NA	Success	2.45194130282405	4	0.297302680294588	0.98315381238489	RPL29
chr3:clu_32174_NA	Success	2.19730215769749	2	0.111102491405334	0.98315381238489	RPL29
chr3:clu_32175_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	POC1A
chr3:clu_32176_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	POC1A
chr3:clu_32177_NA	Success	2.25101262086517	4	0.342307406097872	0.98315381238489	ALAS1
chr3:clu_32178_NA	Success	2.16424210207413	1	0.0374796085632684	0.933305443065259	ALAS1
chr3:clu_32179_NA	Success	0.393104058689573	1	0.375249175932957	0.98315381238489	ALAS1
chr3:clu_32180_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ALAS1
chr3:clu_32181_NA	Success	0.280043334059087	2	0.755750990988027	0.986897708989432	TLR9,TWF2
chr3:clu_32182_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RP5-1157M23.2
chr3:clu_32183_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PPM1M
chr3:clu_32184_NA	Not enough valid samples	NA	NA	NA	NA	PPM1M
chr3:clu_32185_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PPM1M
chr3:clu_32186_NA	Success	0.671372390377087	3	0.719008789805487	0.984653379360447	WDR82
chr3:clu_32187_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	GLYCTK
chr3:clu_32188_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	GLYCTK
chr3:clu_32189_NA	Success	0.225660354714773	1	0.501708436906842	0.98315381238489	BAP1
chr3:clu_32190_NA	Success	3.04864850157085	3	0.106971283932575	0.98315381238489	BAP1
chr3:clu_32191_NA	Success	0.371070720959892	3	0.863249891142767	0.989141973701193	BAP1
chr3:clu_32192_NA	Success	1.32974598552494	1	0.102933606196831	0.98315381238489	BAP1
chr3:clu_32193_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PHF7
chr3:clu_32194_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PHF7
chr3:clu_32195_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PHF7
chr3:clu_32196_NA	<=1 sample with coverage>0	NA	NA	NA	NA	TNNC1
chr3:clu_32197_NA	Success	0.477594131440128	1	0.32840217629324	0.98315381238489	NISCH
chr3:clu_32198_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NISCH
chr3:clu_32199_NA	Success	0.0635594054403157	2	0.93841837048829	0.99322585262945	NISCH
chr3:clu_32200_NA	Not enough valid samples	NA	NA	NA	NA	NISCH
chr3:clu_32201_NA	Success	1.26796288629794	3	0.468833464148015	0.98315381238489	NISCH
chr3:clu_32202_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NISCH
chr3:clu_32203_NA	Success	0.367171450585033	2	0.692690872607525	0.98315381238489	NT5DC2
chr3:clu_32204_NA	Success	0.70415222068948	2	0.494527646898004	0.98315381238489	NT5DC2
chr3:clu_32205_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NT5DC2
chr3:clu_32206_NA	Success	1.88497883105822	2	0.15183227352397	0.98315381238489	NT5DC2
chr3:clu_32207_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NT5DC2
chr3:clu_32208_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SMIM4
chr3:clu_32209_NA	Success	0.857844872171313	3	0.633451258417544	0.98315381238489	SMIM4
chr3:clu_32210_NA	Success	1.44337127579195	6	0.82292174701867	0.989141973701193	PBRM1
chr3:clu_32211_NA	Success	0.0744122884099028	1	0.699661174835508	0.98315381238489	PBRM1
chr3:clu_32212_NA	Success	0.272497269493961	1	0.460370166459808	0.98315381238489	PBRM1
chr3:clu_32213_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr3:clu_32214_NA	Success	0.317695842359473	1	0.425384478107107	0.98315381238489	PBRM1
chr3:clu_32215_NA	Success	1.21050428031896	2	0.298046942319913	0.98315381238489	PBRM1
chr3:clu_32216_NA	Success	5.22031298292643	2	0.00540563698956558	0.927854875977823	PBRM1
chr3:clu_32217_NA	Success	1.29551632051989	1	0.10747024785658	0.98315381238489	PBRM1
chr3:clu_32218_NA	Success	2.24830202259682	9	0.8758017850937	0.990620301184578	PBRM1
chr3:clu_32219_NA	Success	0.686262759815349	4	0.84895587721052	0.989141973701193	GNL3
chr3:clu_32220_NA	Success	0.127529605443314	1	0.61353504639831	0.98315381238489	GNL3
chr3:clu_32221_NA	Success	0.140465146180127	1	0.596092117542819	0.98315381238489	GNL3
chr3:clu_32222_NA	Success	0.0263110871070751	1	0.818561738719223	0.989141973701193	GNL3
chr3:clu_32223_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GLT8D1
chr3:clu_32224_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GLT8D1
chr3:clu_32225_NA	Success	0.0163291714449088	1	0.856590346848474	0.989141973701193	GLT8D1
chr3:clu_32226_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GLT8D1
chr3:clu_32227_NA	Success	3.8653213968588	5	0.171718552656435	0.98315381238489	GLT8D1
chr3:clu_32228_NA	Success	0.0554723406603159	1	0.739071182253283	0.986897708989432	SPCS1
chr3:clu_32229_NA	Success	3.94731346778474	3	0.0482403945841711	0.936977692855262	NEK4
chr3:clu_32230_NA	Success	0.500000089425043	2	0.606530605473605	0.98315381238489	NEK4
chr3:clu_32231_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NEK4
chr3:clu_32232_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NEK4
chr3:clu_32233_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ITIH4
chr3:clu_32234_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ITIH4
chr3:clu_32235_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TMEM110-MUSTN1,TMEM110
chr3:clu_32236_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TMEM110,TMEM110-MUSTN1
chr3:clu_32237_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SFMBT1
chr3:clu_32238_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SFMBT1
chr3:clu_32239_NA	Not enough valid samples	NA	NA	NA	NA	SFMBT1,RP11-894J14.5
chr3:clu_32240_NA	Not enough valid samples	NA	NA	NA	NA	RP11-894J14.5,RFT1
chr3:clu_32241_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RFT1
chr3:clu_32242_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RFT1
chr3:clu_32243_NA	Success	0.20223415300228	2	0.816903625109652	0.989141973701193	RFT1
chr3:clu_32244_NA	Not enough valid samples	NA	NA	NA	NA	PRKCD
chr3:clu_32245_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PRKCD
chr3:clu_32246_NA	Success	0.00224249858041503	1	0.946605489448187	0.993534536358127	PRKCD
chr3:clu_32247_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PRKCD
chr3:clu_32248_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PRKCD
chr3:clu_32249_NA	Success	0.0881447901676324	1	0.674581500384709	0.98315381238489	PRKCD
chr3:clu_32250_NA	Success	0.405440004619095	1	0.367860203555078	0.98315381238489	PRKCD
chr3:clu_32251_NA	Success	0.31382814195257	4	0.959941416910038	0.994049684062377	TKT
chr3:clu_32252_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DCP1A
chr3:clu_32253_NA	Success	0.592653326910948	2	0.552858422779674	0.98315381238489	DCP1A
chr3:clu_32254_NA	Not enough valid samples	NA	NA	NA	NA	DCP1A
chr3:clu_32255_NA	Not enough valid samples	NA	NA	NA	NA	CHDH
chr3:clu_32256_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CHDH
chr3:clu_32257_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CHDH
chr3:clu_32258_NA	Not enough valid samples	NA	NA	NA	NA	IL17RB
chr3:clu_32259_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	IL17RB
chr3:clu_32260_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	IL17RB
chr3:clu_32261_NA	Success	3.6543264836244	1	0.006862334899822	0.927854875977823	ACTR8
chr3:clu_32262_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ACTR8
chr3:clu_32263_NA	Success	0.198226202462479	1	0.528927093447206	0.98315381238489	ACTR8
chr3:clu_32264_NA	Not enough valid samples	NA	NA	NA	NA	ACTR8
chr3:clu_32265_NA	Success	0.0694184024648621	1	0.709440134654089	0.98347845472572	SELK
chr3:clu_32266_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CCDC66
chr3:clu_32267_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CCDC66
chr3:clu_32268_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CCDC66
chr3:clu_32269_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CCDC66
chr3:clu_32270_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CCDC66
chr3:clu_32271_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CCDC66
chr3:clu_32272_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CCDC66
chr3:clu_32273_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CCDC66
chr3:clu_32274_NA	Not enough valid samples	NA	NA	NA	NA	FAM208A
chr3:clu_32275_NA	Success	0.87533402092069	2	0.416722802294948	0.98315381238489	FAM208A
chr3:clu_32276_NA	Not enough valid samples	NA	NA	NA	NA	FAM208A
chr3:clu_32277_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	FAM208A
chr3:clu_32278_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ARHGEF3
chr3:clu_32279_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ARHGEF3
chr3:clu_32280_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ARHGEF3
chr3:clu_32281_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	APPL1
chr3:clu_32282_NA	Success	0.360368827782793	1	0.395902051321128	0.98315381238489	APPL1
chr3:clu_32283_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	APPL1
chr3:clu_32284_NA	Not enough valid samples	NA	NA	NA	NA	PDE12,RP11-755B10.2
chr3:clu_32285_NA	Success	0.0372753379813844	1	0.784822700943036	0.987003734529872	ARF4
chr3:clu_32286_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RP11-755B10.4
chr3:clu_32287_NA	Success	3.25276254647369	1	0.0107539801610558	0.927854875977823	DENND6A
chr3:clu_32288_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	DENND6A
chr3:clu_32289_NA	Not enough valid samples	NA	NA	NA	NA	DENND6A
chr3:clu_32290_NA	Not enough valid samples	NA	NA	NA	NA	DENND6A
chr3:clu_32291_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	DENND6A
chr3:clu_32292_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	DENND6A
chr3:clu_32293_NA	Success	1.676534802541	2	0.187020918912654	0.98315381238489	SLMAP
chr3:clu_32294_NA	Success	1.34055982070362	1	0.101544311556412	0.98315381238489	SLMAP
chr3:clu_32295_NA	Success	1.60982315142235	8	0.919826797543082	0.991159333564393	SLMAP
chr3:clu_32296_NA	Not enough valid samples	NA	NA	NA	NA	SLMAP
chr3:clu_32297_NA	Success	3.45411931809895	3	0.0748807468519776	0.980515553927222	SLMAP
chr3:clu_32298_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr3:clu_32299_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FLNB
chr3:clu_32300_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FLNB
chr3:clu_32301_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FLNB
chr3:clu_32302_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FLNB
chr3:clu_32303_NA	Success	3.18469758491869	4	0.173207818008307	0.98315381238489	FLNB
chr3:clu_32304_NA	Success	1.52832766563176	3	0.382972257416015	0.98315381238489	FLNB
chr3:clu_32305_NA	Success	0.195331443007944	1	0.531951166429442	0.98315381238489	FLNB
chr3:clu_32306_NA	Success	0.291002203606126	1	0.445527728075668	0.98315381238489	FLNB
chr3:clu_32307_NA	Success	0.450546066387687	1	0.342489038940337	0.98315381238489	FLNB
chr3:clu_32308_NA	Success	0.0261987051284223	1	0.818942905010788	0.989141973701193	FLNB
chr3:clu_32309_NA	Success	0.0898032460280973	2	0.914111022553246	0.991159333564393	FLNB
chr3:clu_32310_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FLNB
chr3:clu_32311_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ABHD6
chr3:clu_32312_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ABHD6
chr3:clu_32313_NA	Success	0.607897825876989	6	0.976097329075674	0.996292975219419	RPP14
chr3:clu_32314_NA	Success	4.74045929240097	6	0.148282950698083	0.98315381238489	PXK
chr3:clu_32315_NA	Not enough valid samples	NA	NA	NA	NA	PXK
chr3:clu_32316_NA	Success	0.755692199598002	2	0.469685386146498	0.98315381238489	PDHB
chr3:clu_32317_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PDHB
chr3:clu_32318_NA	Success	4.86230124680958	2	0.00773266862133799	0.927854875977823	PDHB
chr3:clu_32319_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	KCTD6
chr3:clu_32320_NA	Success	1.83691357154152	6	0.720717291313236	0.984653379360447	C3orf67
chr3:clu_32321_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	C3orf67
chr3:clu_32322_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	C3orf67
chr3:clu_32323_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	FHIT
chr3:clu_32324_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	FHIT
chr3:clu_32325_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PTPRG
chr3:clu_32326_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PTPRG
chr3:clu_32327_NA	<=1 sample with coverage>0	NA	NA	NA	NA	PTPRG-AS1
chr3:clu_32328_NA	<=1 sample with coverage>0	NA	NA	NA	NA	C3orf14
chr3:clu_32329_NA	Success	0.651175026406918	3	0.72857510870766	0.984653379360447	THOC7
chr3:clu_32330_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ATXN7
chr3:clu_32331_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ATXN7
chr3:clu_32332_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ATXN7
chr3:clu_32333_NA	Success	0.744256385163467	1	0.222447355357584	0.98315381238489	ATXN7
chr3:clu_32334_NA	Not enough valid samples	NA	NA	NA	NA	ATXN7
chr3:clu_32335_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PSMD6-AS2
chr3:clu_32336_NA	Success	0.243884253749911	1	0.484924414288683	0.98315381238489	PSMD6
chr3:clu_32337_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PSMD6
chr3:clu_32338_NA	Success	1.47320031223325	3	0.39996318642577	0.98315381238489	PSMD6
chr3:clu_32339_NA	Not enough valid samples	NA	NA	NA	NA	MAGI1
chr3:clu_32340_NA	Success	1.79272990064862	5	0.610497752607677	0.98315381238489	MAGI1
chr3:clu_32341_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MAGI1
chr3:clu_32342_NA	Success	0.060486301527277	1	0.727982007846681	0.984653379360447	MAGI1
chr3:clu_32343_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MAGI1
chr3:clu_32344_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MAGI1
chr3:clu_32345_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MAGI1
chr3:clu_32346_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MAGI1
chr3:clu_32347_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SLC25A26
chr3:clu_32348_NA	Success	2.21309974652729	4	0.351388221629409	0.98315381238489	SLC25A26
chr3:clu_32349_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SLC25A26
chr3:clu_32350_NA	Success	1.62838639960083	1	0.0711289837297282	0.968904086483716	LRIG1
chr3:clu_32351_NA	Success	0.399691523143531	1	0.371277892565721	0.98315381238489	LRIG1
chr3:clu_32352_NA	Success	1.08692004856826	2	0.337253620508131	0.98315381238489	LRIG1
chr3:clu_32353_NA	Success	1.14616710035224	3	0.51399106117578	0.98315381238489	SUCLG2
chr3:clu_32354_NA	Success	1.43921520508368	2	0.237113771364028	0.98315381238489	SUCLG2
chr3:clu_32355_NA	Success	0.00176306489910161	1	0.952648467512797	0.994014372578649	SUCLG2
chr3:clu_32356_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SUCLG2
chr3:clu_32357_NA	Not enough valid samples	NA	NA	NA	NA	RP11-81N13.1
chr3:clu_32358_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RP11-81N13.1
chr3:clu_32359_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	EOGT
chr3:clu_32360_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	EOGT
chr3:clu_32361_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	EOGT
chr3:clu_32362_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	EOGT
chr3:clu_32363_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TMF1
chr3:clu_32364_NA	Success	0.246189119977203	2	0.781774361794502	0.986897708989432	TMF1
chr3:clu_32365_NA	Success	0.214146135076177	1	0.512828097128808	0.98315381238489	TMF1
chr3:clu_32366_NA	Success	0.348174910967764	1	0.404012931874334	0.98315381238489	UBA3
chr3:clu_32367_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	UBA3
chr3:clu_32368_NA	Success	0.00892367989607834	1	0.893723620214961	0.990620301184578	UBA3
chr3:clu_32369_NA	Success	1.64355155293242	5	0.655816761987081	0.98315381238489	UBA3
chr3:clu_32370_NA	Success	1.65841434842207	2	0.190440713434091	0.98315381238489	UBA3
chr3:clu_32371_NA	Success	0.827444951960388	3	0.647008918980236	0.98315381238489	ARL6IP5
chr3:clu_32372_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	FRMD4B
chr3:clu_32373_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MITF
chr3:clu_32374_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MITF
chr3:clu_32375_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MITF
chr3:clu_32376_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MITF
chr3:clu_32377_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FOXP1
chr3:clu_32378_NA	Success	0.00703307027356459	1	0.905591662293306	0.990852215969193	FOXP1
chr3:clu_32379_NA	Success	0.0345357653462202	1	0.79269345732523	0.988027188685416	FOXP1
chr3:clu_32380_NA	Success	2.26829899398572	2	0.103488064270391	0.98315381238489	FOXP1
chr3:clu_32381_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	FOXP1
chr3:clu_32382_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	FOXP1
chr3:clu_32383_NA	Success	0.262393935233291	4	0.971043445841664	0.996208105373992	FOXP1
chr3:clu_32384_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	FOXP1
chr3:clu_32385_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	EIF4E3
chr3:clu_32386_NA	Success	0.670850931834849	1	0.246734064006387	0.98315381238489	RYBP
chr3:clu_32387_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SHQ1
chr3:clu_32388_NA	Success	0.546122410678777	3	0.778946536904597	0.986897708989432	PPP4R2
chr3:clu_32389_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PPP4R2
chr3:clu_32390_NA	Success	0.445853178130733	1	0.345015320120253	0.98315381238489	PPP4R2
chr3:clu_32391_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PPP4R2
chr3:clu_32392_NA	<=1 sample with coverage>0	NA	NA	NA	NA	CNTN3
chr3:clu_32393_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	FAM86DP
chr3:clu_32394_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	FAM86DP
chr3:clu_32395_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF717
chr3:clu_32396_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF717
chr3:clu_32397_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ROBO1
chr3:clu_32398_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ROBO1
chr3:clu_32399_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ROBO1
chr3:clu_32400_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RP11-47P18.1
chr3:clu_32401_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GBE1
chr3:clu_32402_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GBE1
chr3:clu_32403_NA	<=1 sample with coverage>0	NA	NA	NA	NA	VGLL3
chr3:clu_32404_NA	<=1 sample with coverage>0	NA	NA	NA	NA	VGLL3
chr3:clu_32405_NA	Success	1.04228458396926	3	0.555040828310346	0.98315381238489	CHMP2B
chr3:clu_32406_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CHMP2B
chr3:clu_32407_NA	Success	2.25566849499387	5	0.478368022219332	0.98315381238489	CGGBP1
chr3:clu_32408_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RP11-159G9.5
chr3:clu_32409_NA	Not enough valid samples	NA	NA	NA	NA	RP11-159G9.5
chr3:clu_32410_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CGGBP1
chr3:clu_32411_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	C3orf38
chr3:clu_32412_NA	Not enough valid samples	NA	NA	NA	NA	C3orf38
chr3:clu_32413_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ARL13B
chr3:clu_32414_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ARL13B
chr3:clu_32415_NA	Success	4.85503822173166	10	0.466286887262586	0.98315381238489	STX19
chr3:clu_32416_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	DHFRL1
chr3:clu_32417_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NSUN3
chr3:clu_32418_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NSUN3
chr3:clu_32419_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	EPHA6
chr3:clu_32420_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	EPHA6
chr3:clu_32421_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ARL6
